	MapID	Code	location	name_long	continent	economy	income_grp	index	date	new_cases	new_deaths	total_cases	total_deaths	Catog
195	090	SLB	Solomon Is.	Solomon Islands	Oceania	7. Least developed region	4. Lower middle income							nan
196	706	SOM	Somalia	Somalia	Africa	7. Least developed region	5. Low income	12755.0	2020-05-06	79.0	3.0	835.0	38.0	50.0
197	-99	SOL	Somaliland	Somaliland	Africa	6. Developing region	4. Lower middle income							nan
198	710	ZAF	South Africa	South Africa	Africa	5. Emerging region: G20	3. Upper middle income	12815.0	2020-05-06	352.0	10.0	7572.0	148.0	500.0
199	724	ESP	Spain	Spain	Europe	2. Developed region: nonG7	1. High income: OECD	13101.0	2020-05-06	1318.0	185.0	219329.0	25613.0	30000.0
200	144	LKA	Sri Lanka	Sri Lanka	Asia	6. Developing region	4. Lower middle income	13220.0	2020-05-06	16.0	1.0	771.0	9.0	50.0
201	659	KNA	Saint Kitts and Nevis	Saint Kitts and Nevis	North America	6. Developing region	2. High income: nonOECD	11893.0	2020-05-06	0.0	0.0	15.0	0.0	50.0
202	666	SPM	St. Pierre and Miquelon	Saint Pierre and Miquelon	North America	2. Developed region: nonG7	3. Upper middle income							nan
203	670	VCT	Saint Vincent and the Grenadines	Saint Vincent and the Grenadines	North America	6. Developing region	3. Upper middle income	11990.0	2020-05-06	0.0	0.0	17.0	0.0	50.0
204	652	BLM	St-Barthélemy	Saint-Barthélemy	North America	2. Developed region: nonG7	1. High income: OECD							nan
205	663	MAF	St-Martin	Saint-Martin	North America	6. Developing region	2. High income: nonOECD							nan
206	729	SDN	Sudan	Sudan	Africa	6. Developing region	4. Lower middle income	13274.0	2020-05-06	100.0	4.0	778.0	45.0	50.0
207	740	SUR	Suriname	Suriname	South America	6. Developing region	3. Upper middle income	13322.0	2020-05-06	0.0	0.0	10.0	1.0	50.0
208	748	SWZ	Swaziland	Swaziland	Africa	6. Developing region	4. Lower middle income	13375.0	2020-05-06	0.0	0.0	116.0	1.0	50.0
209	752	SWE	Sweden	Sweden	Europe	2. Developed region: nonG7	1. High income: OECD	13503.0	2020-05-06	495.0	85.0	23216.0	2854.0	5000.0
210	756	CHE	Switzerland	Switzerland	Europe	2. Developed region: nonG7	1. High income: OECD	13631.0	2020-05-06	28.0	6.0	29926.0	1482.0	5000.0
211	760	SYR	Syria	Syria	Asia	6. Developing region	4. Lower middle income	13676.0	2020-05-06	0.0	0.0	44.0	3.0	50.0
212	158	TWN	Taiwan	Taiwan	Asia	2. Developed region: nonG7	2. High income: nonOECD	13802.0	2020-05-06	0.0	0.0	438.0	6.0	50.0
213	762	TJK	Tajikistan	Tajikistan	Asia	6. Developing region	5. Low income	13808.0	2020-05-06	63.0	2.0	293.0	5.0	50.0
214	834	TZA	Tanzania	Tanzania	Africa	7. Least developed region	5. Low income	13859.0	2020-05-06	0.0	0.0	480.0	18.0	50.0
215	764	THA	Thailand	Thailand	Asia	5. Emerging region: G20	3. Upper middle income	13980.0	2020-05-06	1.0	0.0	2988.0	54.0	100.0
216	626	TLS	Timor	Timor-Leste	Asia	7. Least developed region	4. Lower middle income	14026.0	2020-05-06	0.0	0.0	24.0	0.0	50.0
217	768	TGO	Togo	Togo	Africa	7. Least developed region	5. Low income	14080.0	2020-05-06	2.0	0.0	128.0	9.0	50.0
218	776	TON	Tonga	Tonga	Oceania	6. Developing region	4. Lower middle income							nan
219	780	TTO	Trinidad and Tobago	Trinidad and Tobago	North America	6. Developing region	2. High income: nonOECD	14135.0	2020-05-06	0.0	0.0	116.0	8.0	50.0
220	788	TUN	Tunisia	Tunisia	Africa	6. Developing region	3. Upper middle income	14194.0	2020-05-06	4.0	0.0	1022.0	43.0	50.0
221	792	TUR	Turkey	Turkey	Asia	4. Emerging region: MIKT	3. Upper middle income	14248.0	2020-05-06	1832.0	59.0	129491.0	3520.0	5000.0
222	795	TKM	Turkmenistan	Turkmenistan	Asia	6. Developing region	3. Upper middle income							nan
223	796	TCA	Turks and Caicos Islands	Turks and Caicos Islands	North America	6. Developing region	2. High income: nonOECD	14291.0	2020-05-06	0.0	0.0	12.0	1.0	50.0
224	850	VIR	United States Virgin Islands	United States Virgin Islands	North America	6. Developing region	2. High income: nonOECD	14812.0	2020-05-06	0.0	0.0	66.0	4.0	50.0
225	800	UGA	Uganda	Uganda	Africa	7. Least developed region	5. Low income	14337.0	2020-05-06	1.0	0.0	98.0	0.0	50.0
226	804	UKR	Ukraine	Ukraine	Europe	6. Developing region	4. Lower middle income	14391.0	2020-05-06	366.0	13.0	12697.0	316.0	500.0
227	784	ARE	United Arab Emirates	United Arab Emirates	Asia	6. Developing region	2. High income: nonOECD	14513.0	2020-05-06	462.0	9.0	15192.0	146.0	500.0
228	826	GBR	United Kingdom	United Kingdom	Europe	1. Developed region: G7	1. High income: OECD	14641.0	2020-05-06	4406.0	693.0	194990.0	29427.0	30000.0
229	840	USA	United States	United States	North America	1. Developed region: G7	1. High income: OECD	14769.0	2020-05-06	23841.0	2144.0	1204475.0	71078.0	700000.0
230	858	URY	Uruguay	Uruguay	South America	5. Emerging region: G20	3. Upper middle income	14865.0	2020-05-06	13.0	0.0	670.0	17.0	50.0
231	860	UZB	Uzbekistan	Uzbekistan	Asia	6. Developing region	4. Lower middle income	14917.0	2020-05-06	18.0	0.0	2207.0	10.0	50.0
232	548	VUT	Vanuatu	Vanuatu	Oceania	7. Least developed region	4. Lower middle income							nan
233	336	VAT	Vatican	Vatican	Europe	2. Developed region: nonG7	2. High income: nonOECD	14970.0	2020-05-06	0.0	0.0	11.0	0.0	50.0
234	862	VEN	Venezuela	Venezuela	South America	5. Emerging region: G20	3. Upper middle income	15023.0	2020-05-06	6.0	0.0	367.0	10.0	50.0
235	704	VNM	Vietnam	Vietnam	Asia	5. Emerging region: G20	4. Lower middle income	15147.0	2020-05-06	0.0	0.0	271.0	0.0	50.0
236	732	SAH	W. Sahara	Western Sahara	Africa	7. Least developed region	5. Low income							nan
237	876	WLF	Wallis and Futuna Is.	Wallis and Futuna Islands	Oceania	6. Developing region	4. Lower middle income							nan
238	887	YEM	Yemen	Yemen	Asia	7. Least developed region	4. Lower middle income	15313.0	2020-05-06	9.0	1.0	21.0	3.0	50.0
239	894	ZMB	Zambia	Zambia	Africa	7. Least developed region	4. Lower middle income	15362.0	2020-05-06	2.0	1.0	139.0	4.0	50.0
240	716	ZWE	Zimbabwe	Zimbabwe	Africa	5. Emerging region: G20	5. Low income	15409.0	2020-05-06	0.0	0.0	34.0	4.0	50.0
